transaction_id,user_id,amount,currency,transaction_date,status
188,72,882.32,USD,2025-10-21 07:32:34.681371,pending
189,61,193.0,USD,2025-10-08 07:32:34.681373,pending
190,78,165.13,JPY,2025-11-05 07:32:34.681376,completed
191,92,159.47,USD,2025-10-19 07:32:34.681378,completed
192,16,140.14,GBP,2025-10-10 07:32:34.681381,completed
193,88,791.96,JPY,2025-10-26 07:32:34.681383,failed
194,94,95.96,EUR,2025-10-16 07:32:34.681385,failed
195,7,517.34,GBP,2025-10-20 07:32:34.681388,pending
196,53,216.32,JPY,2025-11-03 07:32:34.681390,pending
197,42,228.25,EUR,2025-10-20 07:32:34.681393,pending
198,15,300.37,GBP,2025-10-13 07:32:34.681395,pending
199,60,499.14,USD,2025-10-25 07:32:34.681398,completed
200,88,975.6,GBP,2025-10-17 07:32:34.681400,pending
201,91,670.76,GBP,2025-10-19 07:32:34.681402,failed
202,15,611.97,USD,2025-11-02 07:32:34.681405,failed
203,48,552.13,EUR,2025-10-19 07:32:34.681407,completed
204,43,193.78,GBP,2025-10-13 07:32:34.681409,completed
205,70,792.83,EUR,2025-10-27 07:32:34.681412,completed
206,66,326.62,GBP,2025-10-22 07:32:34.681414,failed
207,58,231.08,JPY,2025-10-17 07:32:34.681416,completed
208,49,504.25,EUR,2025-10-18 07:32:34.681419,completed
209,77,378.97,JPY,2025-11-01 07:32:34.681421,failed
210,20,792.79,JPY,2025-10-25 07:32:34.681424,completed
211,63,981.92,EUR,2025-10-21 07:32:34.681426,failed
212,63,342.52,JPY,2025-10-15 07:32:34.681428,failed
213,12,412.86,JPY,2025-10-14 07:32:34.681431,pending
214,34,375.5,JPY,2025-10-11 07:32:34.681433,pending
215,82,73.27,USD,2025-10-18 07:32:34.681436,failed
216,70,555.3,USD,2025-10-14 07:32:34.681438,pending
217,99,754.57,JPY,2025-10-21 07:32:34.681440,completed
218,86,198.98,JPY,2025-10-08 07:32:34.681443,pending
219,94,830.51,EUR,2025-10-19 07:32:34.681445,completed
220,25,465.88,EUR,2025-11-04 07:32:34.681448,pending
221,19,772.22,EUR,2025-10-27 07:32:34.681450,failed
222,67,849.37,USD,2025-10-16 07:32:34.681452,failed
223,15,400.39,JPY,2025-10-09 07:32:34.681455,completed
224,72,998.8,USD,2025-11-03 07:32:34.681457,pending
225,36,140.48,JPY,2025-11-04 07:32:34.681459,failed
226,49,946.49,JPY,2025-10-25 07:32:34.681462,pending
227,79,829.01,GBP,2025-10-12 07:32:34.681465,pending
228,82,982.28,USD,2025-10-22 07:32:34.681467,pending
229,26,672.06,EUR,2025-10-13 07:32:34.681469,pending
230,95,527.68,EUR,2025-10-26 07:32:34.681472,completed
231,91,132.91,GBP,2025-10-20 07:32:34.681474,pending
232,6,824.99,GBP,2025-10-19 07:32:34.681477,completed
233,12,733.95,GBP,2025-10-25 07:32:34.681479,failed
234,65,244.39,JPY,2025-11-05 07:32:34.681481,completed
235,90,781.15,EUR,2025-10-18 07:32:34.681484,completed
236,48,696.92,USD,2025-10-11 07:32:34.681486,failed
237,56,814.51,USD,2025-10-11 07:32:34.681488,failed
238,41,683.28,JPY,2025-10-26 07:32:34.681491,pending
239,31,630.42,USD,2025-10-26 07:32:34.681493,pending
240,63,478.32,EUR,2025-10-20 07:32:34.681496,pending
241,5,465.32,JPY,2025-10-26 07:32:34.681498,failed
242,4,922.65,USD,2025-10-19 07:32:34.681500,failed
243,70,389.99,GBP,2025-10-15 07:32:34.681503,failed
244,97,475.45,GBP,2025-10-24 07:32:34.681505,completed
245,14,563.14,USD,2025-10-25 07:32:34.681508,pending
246,45,500.95,GBP,2025-10-20 07:32:34.681511,failed
247,42,466.06,USD,2025-10-29 07:32:34.681513,pending
248,50,231.71,EUR,2025-10-28 07:32:34.681516,pending
249,99,673.21,GBP,2025-10-30 07:32:34.681518,completed
250,44,296.57,GBP,2025-10-29 07:32:34.681520,failed
251,40,915.25,USD,2025-11-02 07:32:34.681523,completed
252,1,176.12,EUR,2025-10-30 07:32:34.681525,completed
253,3,696.81,USD,2025-10-18 07:32:34.681528,failed
254,43,61.89,USD,2025-10-24 07:32:34.681530,failed
255,96,377.15,JPY,2025-10-12 07:32:34.681532,failed
256,5,194.94,JPY,2025-10-19 07:32:34.681535,pending
257,98,914.83,GBP,2025-11-03 07:32:34.681537,completed
258,47,928.6,JPY,2025-10-22 07:32:34.681541,failed
259,21,254.05,USD,2025-10-13 07:32:34.681545,completed
260,90,581.64,USD,2025-10-10 07:32:34.681547,failed
261,57,243.45,EUR,2025-11-02 07:32:34.681550,failed
262,60,161.54,EUR,2025-10-30 07:32:34.681552,pending
263,59,614.88,JPY,2025-10-28 07:32:34.681554,completed
264,91,290.89,GBP,2025-11-03 07:32:34.681557,completed
265,50,77.11,JPY,2025-10-13 07:32:34.681559,pending
266,23,305.37,EUR,2025-10-09 07:32:34.681562,pending
267,59,65.83,USD,2025-11-03 07:32:34.681564,completed
268,58,792.91,USD,2025-10-09 07:32:34.681566,completed
269,23,987.75,JPY,2025-10-13 07:32:34.681569,completed
270,71,75.31,USD,2025-10-23 07:32:34.681571,failed
271,45,800.52,JPY,2025-10-16 07:32:34.681574,pending
272,10,647.56,USD,2025-10-09 07:32:34.681576,failed
273,96,170.05,GBP,2025-11-02 07:32:34.681578,completed
274,81,364.1,EUR,2025-10-28 07:32:34.681581,failed
275,75,675.78,JPY,2025-10-11 07:32:34.681583,completed
276,57,704.18,USD,2025-10-10 07:32:34.681586,failed
277,22,57.42,USD,2025-10-11 07:32:34.681588,completed
278,41,725.63,GBP,2025-11-02 07:32:34.681590,completed
279,22,350.49,JPY,2025-10-08 07:32:34.681593,pending
280,32,160.55,EUR,2025-11-05 07:32:34.681595,pending
281,27,723.49,JPY,2025-10-21 07:32:34.681598,failed
282,99,374.15,JPY,2025-10-30 07:32:34.681600,completed
283,72,200.64,JPY,2025-10-18 07:32:34.681602,failed
284,42,89.1,JPY,2025-10-14 07:32:34.681605,completed
285,22,919.81,JPY,2025-10-08 07:32:34.681607,pending
286,24,31.5,GBP,2025-10-12 07:32:34.681610,pending
287,2,240.44,USD,2025-10-10 07:32:34.681612,failed
288,93,552.7,GBP,2025-10-12 07:32:34.681615,completed
289,52,212.48,JPY,2025-10-27 07:32:34.681617,failed
290,63,434.87,JPY,2025-10-28 07:32:34.681620,completed
291,8,557.15,USD,2025-10-19 07:32:34.681622,completed
292,78,297.21,EUR,2025-10-17 07:32:34.681624,pending
293,15,471.91,JPY,2025-10-24 07:32:34.681627,pending
294,16,584.47,JPY,2025-10-15 07:32:34.681629,completed
295,49,745.78,GBP,2025-10-09 07:32:34.681631,pending
296,1,144.75,USD,2025-11-02 07:32:34.681634,pending
297,10,619.63,GBP,2025-10-09 07:32:34.681636,failed
298,74,859.38,JPY,2025-11-02 07:32:34.681639,completed
299,9,478.05,JPY,2025-10-20 07:32:34.681641,pending
300,24,687.16,USD,2025-10-28 07:32:34.681643,completed
301,73,558.44,EUR,2025-10-12 07:32:34.681646,completed
302,8,695.42,EUR,2025-10-16 07:32:34.681648,failed
303,52,39.69,GBP,2025-11-05 07:32:34.681651,pending
304,7,562.24,EUR,2025-10-30 07:32:34.681653,completed
305,72,635.49,USD,2025-11-01 07:32:34.681656,pending
306,55,451.36,GBP,2025-11-05 07:32:34.681658,failed
307,17,509.06,EUR,2025-10-14 07:32:34.681660,completed
308,95,679.76,EUR,2025-10-26 07:32:34.681663,completed
309,66,665.6,USD,2025-10-08 07:32:34.681665,pending
310,20,381.02,JPY,2025-10-08 07:32:34.681668,pending
311,24,260.77,USD,2025-10-21 07:32:34.681670,pending
312,39,443.19,GBP,2025-10-13 07:32:34.681673,completed
313,18,394.29,EUR,2025-10-21 07:32:34.681675,pending
314,72,104.89,EUR,2025-10-19 07:32:34.681677,pending
315,45,911.28,USD,2025-10-19 07:32:34.681680,completed
316,74,93.86,GBP,2025-10-20 07:32:34.681682,pending
317,69,276.53,JPY,2025-10-29 07:32:34.681684,pending
318,3,69.74,USD,2025-10-24 07:32:34.681687,completed
319,27,855.46,USD,2025-10-30 07:32:34.681689,completed
320,64,774.15,EUR,2025-11-01 07:32:34.681692,completed
321,86,985.61,USD,2025-10-14 07:32:34.681694,completed
322,99,690.91,GBP,2025-10-30 07:32:34.681697,failed
323,81,688.76,USD,2025-11-01 07:32:34.681699,completed
324,13,892.24,EUR,2025-10-20 07:32:34.681701,completed
325,71,350.21,USD,2025-10-31 07:32:34.681704,failed
326,96,945.14,EUR,2025-10-17 07:32:34.681706,completed
327,30,925.27,JPY,2025-10-11 07:32:34.681709,completed
328,86,312.71,GBP,2025-10-08 07:32:34.681711,failed
329,80,149.0,JPY,2025-10-14 07:32:34.681714,completed
330,16,150.66,EUR,2025-10-13 07:32:34.681716,completed
331,14,481.64,JPY,2025-10-19 07:32:34.681718,pending
332,65,679.31,EUR,2025-10-26 07:32:34.681721,pending
333,35,152.95,EUR,2025-10-30 07:32:34.681723,failed
334,28,683.58,GBP,2025-10-26 07:32:34.681726,pending
335,30,484.44,GBP,2025-10-29 07:32:34.681728,failed
336,40,568.68,JPY,2025-10-11 07:32:34.681730,completed
337,97,319.64,GBP,2025-10-25 07:32:34.681733,completed
338,81,42.36,EUR,2025-11-01 07:32:34.681735,completed
339,79,789.81,GBP,2025-10-16 07:32:34.681738,completed
340,9,55.45,JPY,2025-11-04 07:32:34.681740,pending
341,30,805.42,GBP,2025-10-21 07:32:34.681743,failed
342,8,666.57,JPY,2025-10-18 07:32:34.681745,completed
343,12,910.3,JPY,2025-10-22 07:32:34.681747,failed
344,92,518.46,EUR,2025-10-30 07:32:34.681750,completed
345,26,653.07,GBP,2025-10-21 07:32:34.681752,completed
346,54,913.67,GBP,2025-10-29 07:32:34.681755,failed
347,51,769.96,GBP,2025-10-15 07:32:34.681757,failed
348,69,164.56,JPY,2025-10-08 07:32:34.681760,failed
349,89,80.71,GBP,2025-10-18 07:32:34.681762,completed
350,44,975.77,GBP,2025-11-01 07:32:34.681764,failed
351,41,196.96,GBP,2025-10-21 07:32:34.681767,pending
352,58,802.44,JPY,2025-10-25 07:32:34.681769,failed
353,19,865.8,GBP,2025-11-02 07:32:34.681771,completed
354,31,939.02,EUR,2025-10-16 07:32:34.681774,failed
355,68,834.32,EUR,2025-10-27 07:32:34.681776,failed
356,13,439.18,GBP,2025-10-21 07:32:34.681783,completed
357,13,590.39,JPY,2025-10-30 07:32:34.681785,pending
358,90,565.06,JPY,2025-10-30 07:32:34.681788,completed
359,75,858.54,JPY,2025-10-27 07:32:34.681790,pending
360,95,588.94,GBP,2025-10-08 07:32:34.681792,completed
361,25,551.16,EUR,2025-10-25 07:32:34.681795,completed
362,38,226.8,GBP,2025-10-17 07:32:34.681797,failed
363,14,639.07,EUR,2025-10-08 07:32:34.681800,pending
364,48,707.44,JPY,2025-10-28 07:32:34.681802,pending
365,65,439.12,USD,2025-10-09 07:32:34.681804,failed
366,27,15.09,USD,2025-10-10 07:32:34.681807,completed
367,59,306.58,JPY,2025-10-20 07:32:34.681809,failed
368,88,790.85,JPY,2025-10-23 07:32:34.681811,completed
369,19,452.61,GBP,2025-10-28 07:32:34.681814,pending
370,34,50.53,USD,2025-10-31 07:32:34.681816,completed
371,5,924.21,EUR,2025-11-01 07:32:34.681819,completed
372,33,785.48,USD,2025-11-04 07:32:34.681821,pending
373,12,476.58,EUR,2025-10-13 07:32:34.681823,pending
374,44,482.85,USD,2025-10-15 07:32:34.681826,failed
375,90,289.1,JPY,2025-10-19 07:32:34.681828,completed
376,37,115.16,USD,2025-10-28 07:32:34.681830,failed
377,42,732.76,EUR,2025-10-19 07:32:34.681833,failed
378,94,232.48,EUR,2025-10-24 07:32:34.681835,pending
379,63,461.89,GBP,2025-10-14 07:32:34.681838,pending
380,25,633.42,JPY,2025-10-21 07:32:34.681840,completed
381,18,104.13,EUR,2025-10-27 07:32:34.681843,pending
382,79,132.02,JPY,2025-10-17 07:32:34.681845,completed
383,84,170.94,JPY,2025-10-25 07:32:34.681847,pending
384,72,802.34,USD,2025-10-28 07:32:34.681850,completed
385,71,828.43,JPY,2025-10-13 07:32:34.681852,failed
386,69,35.37,GBP,2025-10-10 07:32:34.681855,completed
387,58,265.39,JPY,2025-10-29 07:32:34.681857,pending
388,59,989.1,GBP,2025-10-09 07:32:34.681859,completed
389,31,32.93,USD,2025-11-02 07:32:34.681862,completed
390,65,868.24,USD,2025-10-11 07:32:34.681864,failed
391,25,556.67,GBP,2025-10-15 07:32:34.681867,completed
392,82,537.95,JPY,2025-10-09 07:32:34.681869,completed
393,65,418.09,GBP,2025-10-13 07:32:34.681871,failed
394,99,969.96,JPY,2025-10-15 07:32:34.681874,completed
395,34,323.15,GBP,2025-10-16 07:32:34.681876,pending
396,66,872.78,USD,2025-10-20 07:32:34.681879,pending
397,37,580.36,JPY,2025-10-12 07:32:34.681881,failed
398,81,554.48,USD,2025-10-17 07:32:34.681883,completed
399,80,899.87,USD,2025-10-28 07:32:34.681886,pending
400,55,567.5,USD,2025-10-11 07:32:34.681888,completed
401,34,664.0,GBP,2025-10-15 07:32:34.681891,failed
402,35,753.64,EUR,2025-10-09 07:32:34.681893,failed
403,46,185.51,USD,2025-10-27 07:32:34.681896,failed
404,19,930.88,EUR,2025-11-03 07:32:34.681898,pending
405,78,338.08,EUR,2025-11-01 07:32:34.681901,completed
406,82,224.06,GBP,2025-11-05 07:32:34.681903,failed
407,69,890.5,JPY,2025-10-25 07:32:34.681906,failed
408,72,710.95,USD,2025-10-17 07:32:34.681908,completed
409,63,83.34,EUR,2025-10-16 07:32:34.681910,pending
410,84,381.72,EUR,2025-10-12 07:32:34.681913,completed
411,88,669.23,EUR,2025-10-19 07:32:34.681915,failed
412,85,718.22,USD,2025-10-18 07:32:34.681918,failed
413,25,522.39,USD,2025-10-30 07:32:34.681920,pending
414,100,915.46,JPY,2025-10-08 07:32:34.681922,completed
415,48,954.28,USD,2025-10-30 07:32:34.681925,completed
416,36,232.45,GBP,2025-10-23 07:32:34.681927,failed
417,14,371.14,GBP,2025-10-20 07:32:34.681930,failed
418,25,899.54,JPY,2025-10-25 07:32:34.681932,failed
419,84,170.02,EUR,2025-10-13 07:32:34.681935,pending
420,53,576.07,USD,2025-10-17 07:32:34.681937,pending
421,75,915.25,JPY,2025-10-26 07:32:34.681939,pending
422,9,910.8,GBP,2025-10-29 07:32:34.681942,failed
423,8,460.01,USD,2025-10-25 07:32:34.681944,completed
424,71,739.13,USD,2025-11-05 07:32:34.681947,pending
425,83,617.37,GBP,2025-11-03 07:32:34.681949,pending
426,74,984.73,USD,2025-10-25 07:32:34.681951,failed
427,74,101.38,JPY,2025-10-16 07:32:34.681954,completed
428,43,147.52,USD,2025-10-14 07:32:34.681956,failed
429,74,116.13,GBP,2025-11-05 07:32:34.681959,completed
430,62,974.84,EUR,2025-11-05 07:32:34.681961,failed
431,40,140.51,JPY,2025-11-02 07:32:34.681964,pending
432,64,36.63,EUR,2025-10-28 07:32:34.681966,failed
433,39,494.23,GBP,2025-11-03 07:32:34.681968,pending
434,89,251.28,USD,2025-10-29 07:32:34.681971,completed
435,57,112.27,JPY,2025-10-29 07:32:34.681973,failed
436,75,118.64,EUR,2025-10-18 07:32:34.681976,pending
437,39,432.6,EUR,2025-10-24 07:32:34.681978,failed
438,35,284.91,JPY,2025-10-19 07:32:34.681980,failed
439,52,281.12,JPY,2025-10-30 07:32:34.681983,completed
440,58,361.75,USD,2025-10-17 07:32:34.681985,pending
441,41,635.04,EUR,2025-10-15 07:32:34.681988,completed
442,45,118.49,USD,2025-10-28 07:32:34.681990,pending
443,27,67.29,JPY,2025-11-03 07:32:34.681993,failed
444,65,540.51,EUR,2025-10-14 07:32:34.681995,pending
445,34,751.08,JPY,2025-10-16 07:32:34.681998,pending
446,39,270.95,GBP,2025-10-12 07:32:34.682000,failed
447,97,231.98,USD,2025-10-09 07:32:34.682003,failed
448,10,201.78,GBP,2025-10-22 07:32:34.682006,completed
449,20,650.05,GBP,2025-11-05 07:32:34.682008,completed
450,75,357.54,EUR,2025-10-14 07:32:34.682011,pending
451,14,267.68,USD,2025-10-14 07:32:34.682013,failed
452,37,133.48,GBP,2025-10-08 07:32:34.682016,completed
453,23,882.75,EUR,2025-10-11 07:32:34.682018,failed
